BindingDB_id,Smiles,bioactivity_class,IC50_nM,Data Set
1297219,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)cnc1NNC(CCCCCC(c(cc1)c(C2(C)C)cc1S(O)(=O)=O)=C2/C=C/C(CCC/C1=C\C=C(/C2(C)C)\N(CCCCS(O)(=O)=O)c(cc3)c2cc3S(O)(=O)=O)=C/1Oc(cc1)ccc1S(O)(=O)=O)=O)=O,Active,8.8,Bsite
1297222,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCCCCC(c(cc1)c(C2(C)C)cc1S(O)(=O)=O)=C2/C=C/C(CCC/C1=C\C=C(/C2(C)C)\N(CCCCS(O)(=O)=O)c(cc3)c2cc3S(O)(=O)=O)=C/1Oc(cc1)ccc1S(O)(=O)=O)=O)=O,Active,1.7,Bsite
1297224,N[C@H](CCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)C(N1[C@@H](B(O)O)CCC1)=O,Active,2.9,Bsite
1297225,N[C@H](CCCCNC(CCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)C(N1[C@@H](B(O)O)CCC1)=O,Active,2,Bsite
1297226,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1ccc(cc1)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,65,Bsite
1326880,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1OCCCC1)=O)=O,Active,0.099,Bsite
1326882,N#CC(CSC1)N1C(CNC(c(c1cc(N2CCOCC2)ccc1nc1)c1F)=O)=O,Active,0.52,Bsite
1326884,N#CC(CSC1)N1C(CNC(c1c(cc(cc2)N3CCSCC3)c2ncc1)=O)=O,Active,0.24,Bsite
1326885,N#CC(CSC1)N1C(CNC(c1c(cc(cc2)N3CCSCC3)c2ncc1)=O)=O,Active,0.13,Bsite
1326887,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCO1)CC1(F)F)=O)=O,Active,0.058,Bsite
1326889,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC(O1)(F)F)CC1(F)F)=O)=O,Active,0.06,Bsite
1326891,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1c(cccc2)c2OCC1)=O)=O,Active,0.51,Bsite
1326893,C[C@H](CN(C[C@@H]1C)c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)[C@H]1O,Active,0.16,Bsite
1326895,COC(CC1)CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.063,Bsite
1326897,Cc1c2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2cc(N2CCOCC2)c1,Active,0.25,Bsite
1326899,Cc(cc1nccc(C(NCC(N(CSC2)C2C#N)=O)=O)c1c1)c1N1CCOCC1,Active,0.054,Bsite
1326901,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)C1=O)=O)=O,Active,0.057,Bsite
1326903,CC(C)(CCN1c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)C1=O,Active,0.065,Bsite
1326905,CC(C)(CN1c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)OC1=O,Active,0.041,Bsite
1326907,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCCC1)C1=O)=O)=O,Active,0.08,Bsite
1326909,CC(C)(CCCN1c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)C1=O,Active,0.12,Bsite
1326911,CC(C)(C1=O)OCCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.11,Bsite
1326913,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC2(CCC2)C1)=O)=O,Active,0.22,Bsite
1326914,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC2(CCC2)C1)=O)=O,Active,0.085,Bsite
1326916,CC1(C)C(C2)(CN2c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)OC1,Active,0.19,Bsite
1326917,CC1(C)C(C2)(CN2c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)OC1,Active,0.047,Bsite
1326919,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C2(CCC2)CC1)=O)=O,Active,0.66,Bsite
1326920,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C2(CCC2)CC1)=O)=O,Active,0.38,Bsite
1326922,CC(C)(CC1)N1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.74,Bsite
1326923,CC(C)(CC1)N1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.43,Bsite
1326925,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1F)=O)=O,Active,0.29,Bsite
1326926,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1F)=O)=O,Active,0.11,Bsite
1326928,CC(C)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.34,Bsite
1326929,CC(C)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.12,Bsite
1326931,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1(F)F)=O)=O,Active,0.31,Bsite
1326932,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1(F)F)=O)=O,Active,0.2,Bsite
1326934,CC(C1)(CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)F,Active,0.27,Bsite
1326935,CC(C1)(CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)F,Active,0.2,Bsite
1326937,CC(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.41,Bsite
1326938,CC(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.3,Bsite
1326940,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1C(F)(F)F)=O)=O,Active,0.31,Bsite
1326941,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1C(F)(F)F)=O)=O,Active,0.1,Bsite
1326943,CC(CF)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.29,Bsite
1326944,CC(CF)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.11,Bsite
1326946,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1C(F)F)=O)=O,Active,0.26,Bsite
1326947,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1C(F)F)=O)=O,Active,0.1,Bsite
1326949,CC(COC)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.13,Bsite
1326950,CC(COC)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.055,Bsite
1326952,C[C@@H]([C@@H](C1)OC)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.28,Bsite
1326953,C[C@@H]([C@@H](C1)OC)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.12,Bsite
1326955,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1(C1CC1)F)=O)=O,Active,0.22,Bsite
1326956,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1(C1CC1)F)=O)=O,Active,0.1,Bsite
1326958,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CCCCC1)=O)=O,Active,0.3,Bsite
1326959,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CCCCC1)=O)=O,Active,0.16,Bsite
1326961,CC(C)(CC1)CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.34,Bsite
1326962,CC(C)(CC1)CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.27,Bsite
1326964,CC(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)F,Active,0.27,Bsite
1326965,CC(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)F,Active,0.22,Bsite
1326967,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1(F)F)=O)=O,Active,0.47,Bsite
1326968,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1(F)F)=O)=O,Active,0.17,Bsite
1326970,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)CC1(F)F)=O)=O,Active,0.24,Bsite
1326971,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)CC1(F)F)=O)=O,Active,0.084,Bsite
1326973,CC(CF)(CC1)CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.22,Bsite
1326974,CC(CF)(CC1)CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.19,Bsite
1326976,CC(C)(CN(CC1)c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)C1(F)F,Active,0.1,Bsite
1326978,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1C(F)(F)F)=O)=O,Active,0.28,Bsite
1326979,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1C(F)(F)F)=O)=O,Active,0.1,Bsite
1326981,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)C[C@H]1F)=O)=O,Active,0.24,Bsite
1326982,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)C[C@H]1F)=O)=O,Active,0.065,Bsite
1326984,CO[C@@H](CCC1)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.33,Bsite
1326985,CO[C@@H](CCC1)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.16,Bsite
1326987,CC(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)OC,Active,0.053,Bsite
1326989,CC(C)OC(CC1)CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.045,Bsite
1326991,C[C@@H](CC(CC1)(F)F)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.22,Bsite
1326992,C[C@@H](CC(CC1)(F)F)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.074,Bsite
1326994,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1[C@@H](CF)CCCC1)=O)=O,Active,0.2,Bsite
1326995,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1[C@@H](CF)CCCC1)=O)=O,Active,0.14,Bsite
1326997,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC2(CC2)CCC1)=O)=O,Active,0.29,Bsite
1326998,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC2(CC2)CCC1)=O)=O,Active,0.082,Bsite
1327000,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CC1(F)F)=O)=O,Active,0.22,Bsite
1327001,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CC1(F)F)=O)=O,Active,0.2,Bsite
1327003,CC(C)(CC1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.29,Bsite
1327004,CC(C)(CC1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.11,Bsite
1327006,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC2(CC2)CC1)=O)=O,Active,0.19,Bsite
1327007,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC2(CC2)CC1)=O)=O,Active,0.041,Bsite
1327009,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@H]1F)C[C@@H]1F)=O)=O,Active,0.34,Bsite
1327010,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@H]1F)C[C@@H]1F)=O)=O,Active,0.069,Bsite
1327012,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)C[C@H]1F)=O)=O,Active,0.21,Bsite
1327013,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)C[C@H]1F)=O)=O,Active,0.064,Bsite
1327015,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)C[C@@H]1F)=O)=O,Active,0.2,Bsite
1327016,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)C[C@@H]1F)=O)=O,Active,0.045,Bsite
1327018,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(CCC2)C2C1)=O)=O,Active,0.27,Bsite
1327019,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(CCC2)C2C1)=O)=O,Active,0.18,Bsite
1327021,C[C@@H](CC1)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.22,Bsite
1327022,C[C@@H](CC1)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.062,Bsite
1327024,C[C@H](CC1)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.25,Bsite
1327025,C[C@H](CC1)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.083,Bsite
1327027,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)[C@@H]1C(F)(F)F)=O)=O,Active,0.44,Bsite
1327028,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)[C@@H]1C(F)(F)F)=O)=O,Active,0.19,Bsite
1327030,CC(C)(CCC1)N1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.26,Bsite
1327031,CC(C)(CCC1)N1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.098,Bsite
1327033,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1[C@@H](CF)CC2(CC2)C1)=O)=O,Active,0.23,Bsite
1327034,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1[C@@H](CF)CC2(CC2)C1)=O)=O,Active,0.076,Bsite
1327036,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCCC1)C[C@H]1F)=O)=O,Active,0.27,Bsite
1327037,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCCC1)C[C@H]1F)=O)=O,Active,0.061,Bsite
1327039,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCCC1)C[C@H]1F)=O)=O,Active,0.22,Bsite
1327040,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCCC1)C[C@H]1F)=O)=O,Active,0.14,Bsite
1327042,C[C@@H](CC1)OCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,Active,0.21,Bsite
1327043,C[C@@H](CC1)OCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,Active,0.06,Bsite
1327045,C[C@@H](CC1)OCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.25,Bsite
1327046,C[C@@H](CC1)OCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.058,Bsite
1327048,C[C@@H](COCCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.33,Bsite
1327049,C[C@@H](COCCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.19,Bsite
1327051,C[C@@H](C1)OCCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,Active,0.28,Bsite
1327052,C[C@@H](C1)OCCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,Active,0.085,Bsite
1327054,C[C@@H](CCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.28,Bsite
1327055,C[C@@H](CCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.17,Bsite
1327057,COC(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.077,Bsite
1327059,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CCOCC1)=O)=O,Active,0.37,Bsite
1327060,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CCOCC1)=O)=O,Active,0.084,Bsite
1327062,C[C@H](C1)O[C@@H](C)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.37,Bsite
1327063,C[C@H](C1)O[C@@H](C)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.1,Bsite
1327065,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@H](CF)OCC1)=O)=O,Active,0.29,Bsite
1327066,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@H](CF)OCC1)=O)=O,Active,0.07,Bsite
1327068,C[C@H](C1)O[C@H](C)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.12,Bsite
1327070,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@H](CF)OCC1)=O)=O,Active,0.22,Bsite
1327071,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@H](CF)OCC1)=O)=O,Active,0.068,Bsite
1327073,C[C@@H](C1)OCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,Active,0.079,Bsite
1327075,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@@H](C(F)(F)F)OCC1)=O)=O,Active,0.13,Bsite
1327077,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@@H](C(F)(F)F)OCC1)=O)=O,Active,0.094,Bsite
1327079,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1[C@@H](C2)CO[C@@H]2C1)=O)=O,Active,0.05,Bsite
1327081,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1[C@H](C2)CO[C@H]2C1)=O)=O,Active,0.08,Bsite
1327083,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(C2)OC2C1)=O)=O,Active,0.051,Bsite
1327085,C[C@@H](C1)O[C@@H](C)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.097,Bsite
1327087,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(CC2)OC2C1)=O)=O,Active,0.043,Bsite
1327089,C[C@@H](C1)OCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.1,Bsite
1327091,C[C@H]([C@H](C)OCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,Active,0.13,Bsite
1327093,C[C@@H]([C@H](C)OCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.11,Bsite
1327095,C[C@@H]([C@H](C)OCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,Active,0.082,Bsite
1327097,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCOC1)[C@@H]1C(F)(F)F)=O)=O,Active,0.074,Bsite
1327099,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCOC1)[C@@H]1C(F)(F)F)=O)=O,Active,0.087,Bsite
1327101,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C2COCC1CCC2)=O)=O,Active,0.074,Bsite
1327103,C[C@@H](CO[C@@H](C)C1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,Active,0.4,Bsite
1327104,C[C@@H](CO[C@@H](C)C1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,Active,0.11,Bsite
1327106,CC(C)(C1)OCCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.31,Bsite
1327107,CC(C)(C1)OCCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.074,Bsite
1327109,COC[C@@H](COCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#C)=O)=O)c2c1,Active,0.096,Bsite
1327111,C[C@H](COC[C@@H]1C)N1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.75,Bsite
1327112,C[C@H](COC[C@@H]1C)N1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.35,Bsite
1327114,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CCOCCC1)=O)=O,Active,0.088,Bsite
1327116,CS(C[C@@H](C1)OCCN1c(ccc1ncc2)cc1c2C(NCC(N(CSC1)[C@@H]1C#N)=O)=O)(=O)=O,Active,0.074,Bsite
1327118,COC[C@@H](C1)OCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,Active,0.091,Bsite
1327120,CS(C[C@@H](C1)OCCN1c(ccc1ncc2)cc1c2C(NCC(N(CSC1)[C@H]1C#N)=O)=O)(=O)=O,Active,0.071,Bsite
1327122,COCC[C@@H](COCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,Active,0.16,Bsite
1327124,C[C@@H]([C@@H]1COC)OCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.17,Bsite
1327126,C[C@@H]([C@@H]1COC)OCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,Active,0.23,Bsite
1327128,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C2COCC1CC2)=O)=O,Active,0.27,Bsite
1327129,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C2COCC1CC2)=O)=O,Active,0.11,Bsite
1327131,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC2(CCOCC2)OCC1)=O)=O,Active,0.12,Bsite
1327133,C[C@H](COC[C@@H]1C)N1c(c(Br)cc1ncc2)cc1c2C(NCC(N(CSC1)C1C#N)=O)=O,Active,0.5,Bsite
1327134,C[C@H](COC[C@@H]1C)N1c(c(Br)cc1ncc2)cc1c2C(NCC(N(CSC1)C1C#N)=O)=O,Active,0.27,Bsite
1327136,N#CC(CSC1)N1C(CNC(c(ccnc1cc2)c1c(Cl)c2N1CCOCC1)=O)=O,Active,0.38,Bsite
1327137,N#CC(CSC1)N1C(CNC(c(ccnc1cc2)c1c(Cl)c2N1CCOCC1)=O)=O,Active,0.35,Bsite
1327139,C[C@@H](COCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.21,Bsite
1327140,C[C@@H](COCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.066,Bsite
1327142,C[C@@H](COC[C@@H]1C)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.31,Bsite
1327143,C[C@@H](COC[C@@H]1C)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.11,Bsite
1327145,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C2(CCC2)COCC1)=O)=O,Active,0.21,Bsite
1327146,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C2(CCC2)COCC1)=O)=O,Active,0.081,Bsite
1327148,C[C@H](COC[C@H]1C)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.37,Bsite
1327149,C[C@H](COC[C@H]1C)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.088,Bsite
1327151,CC[C@@H](COCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.23,Bsite
1327152,CC[C@@H](COCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.08,Bsite
1327154,CC(C)(COCC1)N1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.64,Bsite
1327155,CC(C)(COCC1)N1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.21,Bsite
1327157,C[C@@H](COCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,Active,0.28,Bsite
1327158,C[C@@H](COCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,Active,0.12,Bsite
1327160,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CCOCC1)=O)=O,Active,1.2,Bsite
1327162,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1(CCCCC1)O1)C1=O)=O)=O,Active,0.054,Bsite
1327164,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1(CCCC1)O1)C1=O)=O)=O,Active,0.064,Bsite
1327166,CC(C)(CCN1c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)OC1=O,Active,0.2,Bsite
1327168,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(CF)C1)=O)=O,Active,0.25,Bsite
1327169,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(CF)C1)=O)=O,Active,0.12,Bsite
1327171,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-[n]1ncc2c1CCCC2)=O)=O,Active,0.072,Bsite
