ID,SMILES,DATASET,MOL,SCAFFOLD,SCA_MOL
1225449,N#CC(CC(C1)(F)F)N1C(CNC(c(c1c2)ccnc1ccc2-c1cnc(C2CC2)cc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c690ac0>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3ccc(C4CC4)nc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d5a80>
1225463,COc(cc1)ccc1-c1ccc2nccc(C(NCC(N(CC(C3)(F)F)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c690b30>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d5af0>
1225467,N#CC(CC(C1)(F)F)N1C(CNC(c(c1c2)ccnc1ccc2-c(cc1)ccc1OC(F)(F)F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c690ba0>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d5b60>
1225471,CN1CCN(Cc(cc2)ccc2-c2ccc3nccc(C(NCC(N(CC(C4)(F)F)C4C#N)=O)=O)c3c2)CC1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c690c10>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3ccc(CN4CCNCC4)cc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d5bd0>
1225475,COc(cc1)ncc1-c1ccc2nccc(C(NCC(N(CC(C3)(F)F)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c690c80>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3cccnc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d5c40>
1225477,CC(C)Oc(cc1)ncc1-c1ccc2nccc(C(NCC(N(CC(C3)(F)F)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c690cf0>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3cccnc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d5cb0>
1225479,COCCOc(cc1)ccc1-c1ccc2nccc(C(NCC(N(CC(C3)(F)F)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c690d60>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d5d20>
1225481,COCCOc(cc1)ncc1-c1ccc2nccc(C(NCC(N(CC(C3)(F)F)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c690dd0>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3cccnc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d5d90>
1225484,N#CC(CC(C1)(F)F)N1C(CNC(c1ccnc2ccc(/C=C/c(cc3)cc(CC4)c3NC4=O)cc12)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c690e40>,O=C1CCc2cc(/C=C/c3ccc4nccc(C(=O)NCC(=O)N5CCCC5)c4c3)ccc2N1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d5e00>
1225486,N#CC(CC(C1)(F)F)N1C(CNC(c1ccnc2ccc(/C=C/c(cc3)cc(CCN4)c3C4=O)cc12)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c690eb0>,O=C1NCCc2cc(/C=C/c3ccc4nccc(C(=O)NCC(=O)N5CCCC5)c4c3)ccc21,<rdkit.Chem.rdchem.Mol object at 0x78135c6d5e70>
1225488,CC(Nc(cc1)ccc1-c1ccc2nccc(C(NCC(N(CC(C3)(F)F)C3C#N)=O)=O)c2c1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c690f20>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d5ee0>
1225492,CC(Nc1cccc(-c2ccc3nccc(C(NCC(N(CC(C4)(F)F)C4C#N)=O)=O)c3c2)c1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c690f90>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d5f50>
1225496,CC(Nc(cccc1)c1-c1ccc2nccc(C(NCC(N(CC(C3)(F)F)C3C#N)=O)=O)c2c1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691000>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d5fc0>
1225500,CNC(c(cc1)ccc1-c1ccc2nccc(C(NCC(N(CC(C3)(F)F)C3C#N)=O)=O)c2c1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691070>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6030>
1225504,N#CC(CC(C1)(F)F)N1C(CNC(c(c1c2)ccnc1ccc2C1=CC2=CN=NC2C=C1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6910e0>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(C3=CC4=CN=NC4C=C3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d60a0>
1225506,CNC(c1cccc(-c2ccc3nccc(C(NCC(N(CC(C4)(F)F)C4C#N)=O)=O)c3c2)c1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691150>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6110>
1225510,N#CC(CC(C1)(F)F)N1C(CNC(c(c1c2)ccnc1ccc2C1=C2C=CC=CC2N=C1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6911c0>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(C3=C4C=CC=CC4N=C3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6180>
1225512,N#CC(CC(C1)(F)F)N1C(CNC(c(c1c2)ccnc1ccc2-c(cc1)cc(CN2)c1C2=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691230>,O=C1NCc2cc(-c3ccc4nccc(C(=O)NCC(=O)N5CCCC5)c4c3)ccc21,<rdkit.Chem.rdchem.Mol object at 0x78135c6d61f0>
1225516,N#CC(CC(C1)(F)F)N1C(CNC(c1ccnc2ccc(/C=C/c3cc4cccnc4cc3)cc12)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6912a0>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(/C=C/c3ccc4ncccc4c3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6260>
1225518,N#CC(CC(C1)(F)F)N1C(CNC(c(c1c2)ccnc1ccc2-c(cc1)cc(C2)c1NC2=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691310>,O=C1Cc2cc(-c3ccc4nccc(C(=O)NCC(=O)N5CCCC5)c4c3)ccc2N1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d62d0>
1225520,N#CC(CC(C1)(F)F)N1C(CNC(c(c1c2)ccnc1ccc2-c1cc(C(NCC2)=O)c2cc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691380>,O=C1NCCc2ccc(-c3ccc4nccc(C(=O)NCC(=O)N5CCCC5)c4c3)cc21,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6340>
1225523,N#CC(CC(C1)(F)F)N1C(CNC(c(c1c2)ccnc1ccc2-c1c(CCC(N2)=O)c2ccc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6913f0>,O=C1CCc2c(cccc2-c2ccc3nccc(C(=O)NCC(=O)N4CCCC4)c3c2)N1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d63b0>
1225527,N#CC(CC(C1)(F)F)N1C(CNC(c(c1c2)ccnc1ccc2-c1c(CCNC2=O)c2ccc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691460>,O=C1NCCc2c1cccc2-c1ccc2nccc(C(=O)NCC(=O)N3CCCC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6420>
1225531,CN(C(CC1)=O)c(cc2)c1cc2-c1ccc2nccc(C(NCC(N(CC(C3)(F)F)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6914d0>,O=C1CCc2cc(-c3ccc4nccc(C(=O)NCC(=O)N5CCCC5)c4c3)ccc2N1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6490>
1225534,CN(CCc1c2ccc(-c3ccc4nccc(C(NCC(N(CC(C5)(F)F)C5C#N)=O)=O)c4c3)c1)C2=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691540>,O=C1NCCc2cc(-c3ccc4nccc(C(=O)NCC(=O)N5CCCC5)c4c3)ccc21,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6500>
1225537,N#CC(CC(C1)(F)F)N1C(CNC(c1ccnc2ccc(/C=C/C3=CC4=CN=NC4C=C3)cc12)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6915b0>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(/C=C/C3=CC4=CN=NC4C=C3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6570>
1225540,N#CC(CC(C1)(F)F)N1C(CNC(c(c1c2)ccnc1ccc2-c(cc1)cc2c1NCCC2)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691620>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3ccc4c(c3)CCCN4)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d65e0>
1225543,N#CC(CC(C1)(F)F)N1C(CNC(c(c1c2)ccnc1ccc2-c1cc(CCNC2)c2cc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691690>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3ccc4c(c3)CCNC4)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6650>
1225547,N#CC(CC(C1)(F)F)N1C(CNC(c1ccnc2ccc(/C=C/c(cc3)cc4c3NCC4)cc12)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691700>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(/C=C/c3ccc4c(c3)CCN4)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d66c0>
1225550,CNC(c(ccc(-c(ccc1ncc2)cc1c2C(NCC(N(CC(C1)(F)F)C1C#N)=O)=O)c1)c1F)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691770>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6730>
1225554,C[C@H](C(N(CC(C1)(F)F)[C@@H]1C#N)=O)NC(c(ccnc1)c1-c1ccccc1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6917e0>,O=C(NCC(=O)N1CCCC1)c1ccncc1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d67a0>
1225558,C[C@@H](C(N(CC(C1)(F)F)[C@@H]1C#N)=O)NC(c(ccnc1)c1-c1ccccc1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691850>,O=C(NCC(=O)N1CCCC1)c1ccncc1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6810>
1245036,CCC(C)C(C(N(C1)Cc2c1ccc(F)c2)=O)N,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6918c0>,c1ccc2c(c1)CNC2,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6880>
1245042,NC(CC(N(CC1)CCN1C(c(cc1)ccc1F)c(cc1)ccc1F)=O)C(N(C1)Cc2c1cccc2)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691930>,O=C(CCC(=O)N1Cc2ccccc2C1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d68f0>
1245055,N[C@H](C1(CC1)C(F)(F)F)C(N1[C@@H](B(O)O)CCC1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6919a0>,O=C(CC1CC1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6960>
1245088,N[C@H](CC(N(CC1)CCN1C(c(cc1)ccc1F)c(cc1)ccc1F)=O)C(N(C1)[C@@H](B(O)O)c2c1cccc2)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691a10>,O=C(CCC(=O)N1Cc2ccccc2C1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d69d0>
1245120,CC(C)C(C(N(C1)Cc2c1ccc(F)c2)=O)N,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691a80>,c1ccc2c(c1)CNC2,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6a40>
1245126,CC(C)(C)C(C(N(C1)Cc2c1ccc(F)c2)=O)N,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691af0>,c1ccc2c(c1)CNC2,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6ab0>
1245170,CC(C)[C@H](C(N1[C@@H](B(O)O)CCC1)=O)N(C)C,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691b60>,C1CCNC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6b20>
1297053,CC(C)[C@H](C(N1[C@@H](B(O)O)CCC1)=O)N,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691bd0>,C1CCNC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6b90>
1297054,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691c40>,O=C(CN1CCNCCNCCNCC1)NNc1ccc(C(=O)NCC(=O)N2CCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6c00>
1297056,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691cb0>,O=C(CN1CCNCCNCCNCC1)NCC(=O)NNc1ccc(C(=O)NCC(=O)N2CCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6c70>
1297085,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691d20>,O=C(CN1CCNCCNCCNCC1)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6ce0>
1297087,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691d90>,O=C(CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6d50>
1297088,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691e00>,O=C(CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6dc0>
1297089,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC([C@@H](CO)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691e70>,O=C(CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6e30>
1297090,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)CO,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691ee0>,O=C(CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6ea0>
1297091,C[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691f50>,O=C(CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6f10>
1297092,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c691fc0>,O=C(CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6f80>
1297093,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c692030>,O=C(CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d6ff0>
1297094,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6920a0>,O=C(CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d7060>
1297095,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c692110>,O=C(CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d70d0>
1297096,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c692180>,O=C(CNC(=O)CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d7140>
1297099,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6921f0>,O=C(CNC(=O)CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d71b0>
1297109,CC(C)[C@@H](C(N[C@H](C)C(N1C(B(OC(CN(C)C2)=O)OC2=O)CCC1)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c692260>,O=C(CNC(=O)CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)NCC(=O)N1CCCC1B1OC(=O)CNCC(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d7220>
1297110,CC(C)[C@@H](C(N[C@H](C)C(N(CC(C1)(F)F)[C@@H]1C#N)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6922d0>,O=C(CNC(=O)CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d7290>
1297112,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c692340>,O=C(CCCN1CCNCCNCCNCC1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d7300>
1297114,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6923b0>,O=C(CCCN1CCNCCNCCNCC1)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d7370>
1297116,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CC[C@@H](C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c692420>,O=C(CCCN1CCNCCNCCNCC1)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d73e0>
1297119,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CC[C@H](N1CCN(CC(=O)O)CCN(CCN(CC(=O)O)CC1)CC(=O)O)C(=O)O)C(C)C,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c692490>,O=C(CCCN1CCNCCNCCNCC1)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d7450>
1297125,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c692500>,O=C(CCCN1CCNCCNCCNCC1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d74c0>
1297126,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CC[C@@H](C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c692570>,O=C(CCCN1CCNCCNCCNCC1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d7530>
1297128,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CC[C@H](N1CCN(CC(=O)O)CCN(CCN(CC(=O)O)CC1)CC(=O)O)C(=O)O)C(C)C,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6925e0>,O=C(CCCN1CCNCCNCCNCC1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d75a0>
1297129,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c692650>,O=C(CNC(=O)CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d7610>
1297130,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6926c0>,O=C(CNC(=O)CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d7680>
1297131,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c692730>,O=C(CNC(=O)CNC(=O)CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d76f0>
1297132,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6927a0>,O=C(CNC(=O)CNC(=O)CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d7760>
1297133,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c692810>,O=C(CNC(=O)CNC(=O)CNC(=O)CN1CCNCCNCCNCC1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6d77d0>
